timestamp,simple-path,time
"2022-04-20 01:38:24.921","/master/welcome",6765
"2022-04-20 01:38:28.647","/any/chirp/list-recent",3296
"2022-04-20 01:38:31.763","/master/welcome",391
"2022-04-20 01:38:32.626","/any/chirp/list-recent",590
"2022-04-20 01:38:35.606","/master/welcome",365
"2022-04-20 01:38:36.438","/any/chirp/list-recent",580
"2022-04-20 01:38:41.602","/master/welcome",907
"2022-04-20 01:38:43.518","/any/item/list",1631
"2022-04-20 01:38:47.352","/any/item/show",2128
"2022-04-20 01:38:48.621","/master/welcome",750
"2022-04-20 01:38:50.004","/any/item/list",1101
"2022-04-20 01:38:52.196","/any/item/show",555
"2022-04-20 01:38:53.045","/master/welcome",350
"2022-04-20 01:38:54.382","/any/item/list",1113
"2022-04-20 01:38:56.714","/any/item/show",552
"2022-04-20 01:38:57.548","/master/welcome",331
"2022-04-20 01:38:58.334","/any/item/list",553
"2022-04-20 01:39:00.56","/any/item/show",552
"2022-04-20 01:39:01.418","/master/welcome",328
"2022-04-20 01:39:02.216","/any/item/list",556
"2022-04-20 01:39:04.438","/any/item/show",551
"2022-04-20 01:39:05.299","/master/welcome",343
"2022-04-20 01:39:06.078","/any/item/list",560
"2022-04-20 01:39:08.285","/any/item/show",564
"2022-04-20 01:39:11.06","/master/welcome",347
"2022-04-20 01:39:12.48","/any/toolkit/list",601
"2022-04-20 01:39:14.886","/any/toolkit/show",1612
"2022-04-20 01:39:16.088","/master/welcome",709
"2022-04-20 01:39:17.468","/any/toolkit/list",1098
"2022-04-20 01:39:18.826","/any/toolkit/show",575
"2022-04-20 01:39:19.609","/master/welcome",314
"2022-04-20 01:39:20.413","/any/toolkit/list",569
"2022-04-20 01:39:21.72","/any/toolkit/show",556
"2022-04-20 01:39:22.534","/master/welcome",355
"2022-04-20 01:39:23.896","/any/toolkit/list",585
"2022-04-20 01:39:25.826","/any/toolkit/show",1081
"2022-04-20 01:39:28.124","/master/welcome",332
"2022-04-20 01:39:28.484","/master/welcome",330
"2022-04-20 01:39:29.72","/master/sign-in",1082
"2022-04-20 01:39:31.658","/master/welcome",1132
"2022-04-20 01:39:33.642","/inventor/patronage/list-mine",1125
"2022-04-20 01:39:36.341","/inventor/patronage/show",1073
"2022-04-20 01:39:37.302","/master/welcome",395
"2022-04-20 01:39:38.059","/master/welcome",578
"2022-04-20 01:39:40.513","/master/welcome",332
"2022-04-20 01:39:40.922","/master/welcome",353
"2022-04-20 01:39:41.655","/master/sign-in",557
"2022-04-20 01:39:42.942","/master/welcome",566
"2022-04-20 01:39:43.776","/inventor/patronage/list-mine",567
"2022-04-20 01:39:46.016","/inventor/patronage/show",588
"2022-04-20 01:39:46.895","/master/welcome",332
"2022-04-20 01:39:47.604","/master/welcome",551
"2022-04-20 01:39:50.002","/master/welcome",316
"2022-04-20 01:39:50.362","/master/welcome",335
"2022-04-20 01:39:51.094","/master/sign-in",563
"2022-04-20 01:39:52.355","/master/welcome",567
"2022-04-20 01:39:53.173","/inventor/patronage/list-mine",558
"2022-04-20 01:39:55.374","/inventor/patronage/show",554
"2022-04-20 01:39:56.254","/master/welcome",332
"2022-04-20 01:39:56.993","/master/welcome",549
"2022-04-20 01:40:01.054","/master/welcome",348
"2022-04-20 01:40:01.419","/master/welcome",332
"2022-04-20 01:40:02.678","/master/sign-in",1101
"2022-04-20 01:40:04.053","/master/welcome",581
"2022-04-20 01:40:05.453","/patron/patronage-report/list-mine",582
"2022-04-20 01:40:07.331","/patron/patronage-report/show",570
"2022-04-20 01:40:07.983","/master/welcome",366
"2022-04-20 01:40:08.69","/master/welcome",553
"2022-04-20 01:40:11.137","/master/welcome",355
"2022-04-20 01:40:11.528","/master/welcome",345
"2022-04-20 01:40:12.256","/master/sign-in",565
"2022-04-20 01:40:13.515","/master/welcome",553
"2022-04-20 01:40:14.392","/patron/patronage-report/list-mine",621
"2022-04-20 01:40:16.266","/patron/patronage-report/show",1093
"2022-04-20 01:40:16.876","/master/welcome",329
"2022-04-20 01:40:17.606","/master/welcome",565
"2022-04-20 01:40:20.026","/master/welcome",335
"2022-04-20 01:40:20.374","/master/welcome",314
"2022-04-20 01:40:21.081","/master/sign-in",553
"2022-04-20 01:40:22.335","/master/welcome",571
"2022-04-20 01:40:23.76","/patron/patronage-report/list-mine",1092
"2022-04-20 01:40:25.125","/patron/patronage-report/show",569
"2022-04-20 01:40:25.743","/master/welcome",332
"2022-04-20 01:40:26.451","/master/welcome",553
"2022-04-20 01:40:28.851","/master/welcome",318
"2022-04-20 01:40:29.196","/master/welcome",317
"2022-04-20 01:40:29.925","/master/sign-in",574
"2022-04-20 01:40:31.157","/master/welcome",562
"2022-04-20 01:40:32.54","/patron/patronage-report/list-mine",1101
"2022-04-20 01:40:34.477","/patron/patronage-report/show",1122
"2022-04-20 01:40:35.091","/master/welcome",331
"2022-04-20 01:40:35.811","/master/welcome",564
"2022-04-20 01:40:40.511","/master/welcome",778
"2022-04-20 01:40:41.288","/master/welcome",743
"2022-04-20 01:40:42.018","/master/sign-in",564
"2022-04-20 01:40:43.276","/master/welcome",564
"2022-04-20 01:40:45.145","/authenticated/system-configuration/show",1610
"2022-04-20 01:40:46.286","/master/welcome",969
"2022-04-20 01:40:47.574","/master/welcome",1101
"2022-04-20 01:40:52.586","/master/welcome",955
"2022-04-20 01:40:53.164","/master/welcome",549
"2022-04-20 01:40:53.895","/master/sign-in",557
"2022-04-20 01:40:55.23","/master/welcome",566
"2022-04-20 01:40:57.152","/inventor/toolkit/list-mine-toolkits",1637
"2022-04-20 01:40:59.685","/inventor/toolkit/show",1081
"2022-04-20 01:41:00.484","/master/welcome",347
"2022-04-20 01:41:01.209","/master/welcome",571
"2022-04-20 01:41:03.647","/master/welcome",343
"2022-04-20 01:41:04.025","/master/welcome",348
"2022-04-20 01:41:04.776","/master/sign-in",562
"2022-04-20 01:41:06.02","/master/welcome",565
"2022-04-20 01:41:07.376","/inventor/toolkit/list-mine-toolkits",1103
"2022-04-20 01:41:09.442","/inventor/toolkit/show",554
"2022-04-20 01:41:10.243","/master/welcome",336
"2022-04-20 01:41:10.95","/master/welcome",553
"2022-04-20 01:41:13.36","/master/welcome",317
"2022-04-20 01:41:13.754","/master/welcome",364
"2022-04-20 01:41:14.465","/master/sign-in",554
"2022-04-20 01:41:15.708","/master/welcome",553
"2022-04-20 01:41:17.12","/inventor/toolkit/list-mine-toolkits",1097
"2022-04-20 01:41:19.129","/inventor/toolkit/show",551
"2022-04-20 01:41:19.916","/master/welcome",332
"2022-04-20 01:41:20.651","/master/welcome",572
"2022-04-20 01:41:24.649","/master/welcome",432
"2022-04-20 01:41:25.132","/master/welcome",457
"2022-04-20 01:41:25.839","/master/sign-in",552
"2022-04-20 01:41:27.743","/master/welcome",1103
"2022-04-20 01:41:29.657","/authenticated/announcement/list-recent",1631
"2022-04-20 01:41:31.445","/authenticated/announcement/show",1077
"2022-04-20 01:41:32.756","/master/welcome",954
"2022-04-20 01:41:34.091","/master/welcome",602
"2022-04-20 01:41:38.882","/master/welcome",779
